title,rank,views,type,content,score,link,id,data_url,poster,name
喋血战士,4384,24765,movie,电影根据勇士漫画改编，讲述由范·迪塞尔扮演的士兵雷·加里森在战斗中意外阵亡，被RST公司利用尖端纳米技术起死回生，变身即时自愈、媲美超级电脑的超级英雄——喋血战士。苏醒的他执着于脑海中残存的记忆碎片，踏上为爱妻的复仇之路，却发现自己竟无法分清真实与虚幻... [展开全文],7.4,http://www.rrys2019.com/resource/38944,38944,http://www.rrys2019.com/resource/index_json/rid/38944/channel/movie,http://tu.jstucdn.com/ftp/2019/1021/s_9fd3ed9de32a0e9d574d5d9db0dbeaee.jpg,喋血战士
