电影名称,评分,短评数量,前 5 条热门短评
魂断蓝桥 Waterloo Bridge,8.8,29687,喜欢这部电影的人应该很多。影片描述了第一次世界大战期间，陆军上尉罗伊在休假时偶遇芭蕾舞女郎玛拉，两人一见倾心的浪漫爱情故事。但是残酷的战争改变了人的命运，美妙的爱情也随之化为泡影。观影的过程中体会到悲剧就是把美好的东西毁灭给人看，随着剧情的发展从欢喜到痛苦，还有深深的惋惜。
魂断蓝桥 Waterloo Bridge,8.8,29687,费雯·丽灵动的大眼睛流露出来的欢喜，雀跃，遗憾，伤心，悲悯，痛苦，始终记忆犹新。
穿越时空的少女 時をかける少女,8.6,56577,我在未来等你...
穿越时空的少女 時をかける少女,8.6,56577,那段跑步得喘息的确让人遐想，，，
穿越时空的少女 時をかける少女,8.6,56577,爱杀真琴的性格和他们仨的感情。时间静止的画面。动画比人演得好！吉田潔的音乐大赞。
穿越时空的少女 時をかける少女,8.6,56577,情节未必值得推敲，但那份有关青春懵懂的情感十分真挚，令人感动。
穿越时空的少女 時をかける少女,8.6,56577,"最后千昭的那句“我在未来等你""足以秒杀一切。 放课后的棒球、蝉鸣、反复跳跃只为吃到一个布丁，缺乏的勇气和自行车一遍遍经过的河堤，所有的一切都融化在那个夏天和你分离。"
爱在午夜降临前 Before Midnight,8.8,54382,虽然之前的争吵真实得让人糟心，但结尾逐渐拉远的镜头仍让人感动。前两部的浪漫与激情都变成了书里的故事，这一部则完全生活下来。各种鸡毛蒜皮的琐事只是一个假设，关于如何让爱延续一生。生活中总会有这样那样的矛盾，人也会变老（比如半裸的朱莉·德尔佩却很难让你觉得性感）问题是我们如何挨过去。
爱在午夜降临前 Before Midnight,8.8,54382,第三部反而代入感特别强了，感觉在女主身上看到几十年后那个依然很作的自己，人愿意来哄你就已经很好了，女文青这脾气啊，真是不适合生活的典型，做不到三从四德逆来顺受，给一点爱就受宠若惊，完全以男方为中心就不是贤良淑德了么，反正我也做不到。再过56年我也还是现在这个挑剔，别扭的脾气。
爱在午夜降临前 Before Midnight,8.8,54382,真实的不像话。换在9年前，我会看不下去两人婚后的絮絮叨叨、不断地吵架及和好，放到现在，却“心有戚戚焉”。互相折磨、互相伤害、互相妥协、并肩前行。爱人只不过是“经过”了你生命的那个人，而这份“经过”也请好好珍惜。
爱在午夜降临前 Before Midnight,8.8,54382,"夫妻生活间的微小细节，无边无际的烦恼和烦恼中也不肯放手的爱，美中折射丑的侧面，丑中映射美的光辉。18年前的浪漫，9年前的真挚，终于走向今天的真实。Bravo！To the imperfect, self damaging, self redeeming, utterly twisted vulnerable yet brilliantly beautiful and strong, ephemer..."
爱在午夜降临前 Before Midnight,8.8,54382,第一部时还愿意有更多的转换场景，更多的配乐，更多的更像电影的呈现方式。到此时，电影本身就是生活本身。这是导演的野心，也是自信。交谈、争吵与和好，争论与妥协。其实，他们还是18年前那一对年轻的男女。抓住人心的不是电影，永远都是生活本身。
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,164066,一场强大的暗恋背后其实还有另外一场相反的暗恋
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,164066,泰国电影是把青春期唯美小清新拍到极致了！
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,164066,虽然剧情已经无心意了 但是还是很！！！！！！！！！！！！你懂的
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,164066,刨除这个回忆的主题，通篇的烂桥段还真是让人头疼，以后要慎看这些了。
初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,164066,泰国青春电影总喜欢把简单事情复杂化（动不动还喜欢搞个再过N年后我们来相会），但你又不能不承认小清新这种东西人家是越来越玩转了。女猪那变化也忒大了前后判若两人；Mario整部卖萌啊！还胖胖瘦瘦的来回变啊~真神奇。自己跟那儿翻本子小感伤那段小感动了；阿拓学长很自私，鉴定完毕！
可可西里,8.8,29676,"“你看过磕长头的人吗？他们的脸和手特别脏，但他们的心特别干净。” "
可可西里,8.8,29676,看了陆川近年的作品...觉得这片绝壁不是他拍的
可可西里,8.8,29676,看着藏羚羊的眼睛，你的内心会怎样？
可可西里,8.8,29676,带给我的震撼远远超过电影本身
可可西里,8.8,29676,不能承受之重
2001太空漫游 2001: A Space Odyssey,8.8,51777,原作作者克拉克：“如果有人觉得完全弄懂了《太空漫游2001》在讲些什么，那一定是我和库布里克弄错了。”
2001太空漫游 2001: A Space Odyssey,8.8,51777,"现在这个年代没人敢如此玩观众了。"
2001太空漫游 2001: A Space Odyssey,8.8,51777,相当牛逼。又闷又飞。颜色很怪也异常美。65分钟时钢铁怪兽一般的喘息令人不安、惶恐，几乎要把自己的呼吸频率调整至与其同步。。96分钟时电脑杀人的戏冷静、残忍，让我简直有点无法承受。而在120-125分钟时，长达5分钟的高潮光效极其飞！！而最后的星孩令人恐惧！68年的迷幻范儿，巨屌！
2001太空漫游 2001: A Space Odyssey,8.8,51777,最伟大导演的最伟大影片
2001太空漫游 2001: A Space Odyssey,8.8,51777,史上最伟大的装逼片，就连作者克拉克和导演斯坦利都看不懂剧情……不过这丝毫不影响它的伟大，首先在视觉上它领先了同一时代数十年不止，很多星际旅行片都没有给我一种“星际旅行”的感觉，但这部有，关键就在于细节处理细致。还有就是，这部讲述星际旅行的片子拍摄于1968年，而美国登月则在1969
完美陌生人 Perfetti sconosciuti,8.5,107937,不要考验人性，因为人性不配。
完美陌生人 Perfetti sconosciuti,8.5,107937,人和人的关系有多么的脆弱？你甚至不能给同床的人多看几眼你自己的手机。然而，多少人以亲近关系的名义，忘记了什么叫做界线。人生在世，怎么样才能让感情长久，四个字：难得糊涂。
完美陌生人 Perfetti sconosciuti,8.5,107937,人应该学会如何分手。没必要这么凄惨。
完美陌生人 Perfetti sconosciuti,8.5,107937,三星半。可怕的不是手机，甚至不是里面的秘密，可怕的是每段关系实际都身患重疾，却没人愿意去医治。他们宁愿在这毫无快乐可言的生活中，违背道德与良知的去让自己好受一点，也不愿意去改变，去努力，直到有一天末日真的到来，他们再说一句：世界真残酷。
完美陌生人 Perfetti sconosciuti,8.5,107937,糟糕的剧作，为了说教而硬性制造冲突，还都堆在一餐饭时间里，每一个冲突冒出来的时间点都精打细算分秒不差。而且要说教的道理也非常肤浅和老生常谈。整体来说就是意大利知音或读者的水平。
绿里奇迹 The Green Mile,8.8,29897,“我累了，不想活了，真的，我不想再像孤雁一样，我不想再过没有朋友的日子，我希望有人能告诉我该何去何从，我不想再看到丑陋的人性，我不想在每日承担全世界的痛苦。”讲的是耶稣么？十字架变成了电椅。
绿里奇迹 The Green Mile,8.8,29897,天使也怕黑暗。
绿里奇迹 The Green Mile,8.8,29897,耶稣小传
绿里奇迹 The Green Mile,8.8,29897,感人.汤姆 汉克斯的演技很牛～
绿里奇迹 The Green Mile,8.8,29897,三个小时太长了  抽出时间耐心看还是很触动人心的
小偷家族 万引き家族,8.7,142663,如果说爱你，还打你，那一定是说谎；如果爱你，就会像安藤樱一样紧紧抱住你。（沉溺于安藤樱的美色无法自拔
小偷家族 万引き家族,8.7,142663,我很努力试图去同情人物，还是没法同情他们。情节很cheap，直白生硬，全片无一处情感发自创作者肺腑。可恨之人有可怜之处，如果可恨可怜都写得不充分，人物怎么立得住呢？是枝裕和最近作品太多，应该好好休息积累一下，一年三熟的水稻再好吃也比不上一年一熟的。
小偷家族 万引き家族,8.7,142663,有援交和啪啪戏，希望局里不要一叶障目，淫者见淫啊。不知内地哪家片商买了，棕榈叶至少增量两千万票房。情绪感染到位，收尾看哭全场。尽管都是被社会遗弃的多余之人，依然还是要努力生活呀。
小偷家族 万引き家族,8.7,142663,仍是是枝裕和的家庭剧套路。不过，因为这次的家庭关系更加特殊，也更多了些温情。同时，还融入了更多的社会关注，让影片更有深意。几个角色散发出的主要情绪都是：暖。一个特别暖、特别温情的故事，背后又暗藏伤感与残酷，如《无人知晓》，小朋友们仍然表现出色。安藤樱在这里超性感啊！当然，也超有戏
小偷家族 万引き家族,8.7,142663,4.5。1.比血缘更重要的羁绊，是爱。2.听得见烟火的房间，看得见大海的弹球，已然是命运最大的馈赠；娓娓道来、含而不露的认真，是注定看不腻的是枝裕和。 3.谢谢你们了！那些说不出口的话最动人，而伤疤是联结彼此的纽带。4.安藤樱哭戏全场最佳；小演员附体柳乐优弥；树木希林内心藏深海。
牯岭街少年杀人事件 牯嶺街少年殺人事件,8.8,39595,近四个小时的长片，我一直不入戏，张震也青涩得让我无感，直到Honey的出现，我才静了下来。这个小混混里的前老大，竟然穿着海军服，又帅又温和，席地而坐说起他看过的最厚的一本武侠书，叫《战争与和平》，英雄主义浪漫至极致的悲壮。
牯岭街少年杀人事件 牯嶺街少年殺人事件,8.8,39595,外国人一定觉得中国人长得都差不多。
牯岭街少年杀人事件 牯嶺街少年殺人事件,8.8,39595,我怎么都不会想到杀的人是她
牯岭街少年杀人事件 牯嶺街少年殺人事件,8.8,39595,太讲究了，红楼梦式的电影，巨细无遗，每一个人每一个细节都照顾到了，真是天才
牯岭街少年杀人事件 牯嶺街少年殺人事件,8.8,39595,我在台南，无聊的要命，每天可以看几十本武侠小说。后来，我叫他们去帮我租最厚的小说来看。其实以前的人，跟我们现在出来混的人，真的很像。《战争与和平》，其他的武侠书名都不记得了，只记得这一本。妈的，我还真想写本小说咧，干，给以后像我这种人看。太晚了，书又读的不够多。
阿飞正传 阿飛正傳,8.5,65876,杜琪峰曾说，王家卫实际上只拍了这一部电影：后来影片中的人物都能在其中找到原型，而主题永远是人与人之间的沟通——疏离与亲近，拒绝与接纳，追求与失落，忘却与铭记，逃离故土与寻找自由。
阿飞正传 阿飛正傳,8.5,65876,像旭仔这种男人大概没有女人会不爱吧 每一个都以为自己能够改变他 其实都是做梦
阿飞正传 阿飛正傳,8.5,65876,这座城市的雨水真是绵长啊，显得所有情意都变得稀薄。
阿飞正传 阿飛正傳,8.5,65876,一群人的经典
阿飞正传 阿飛正傳,8.5,65876,愣头青假装小资青年
无耻混蛋 Inglourious Basterds,8.6,63868,我只有一点不理解：影院老板最后在电影上的那段宣言，可以是法语也可以是德语，它怎么会是英语呢。。。。
无耻混蛋 Inglourious Basterds,8.6,63868,希特勒死的时候我傻了
无耻混蛋 Inglourious Basterds,8.6,63868,Waltz屌，虽然片子一堆问题
无耻混蛋 Inglourious Basterds,8.6,63868,流畅，看起来毫不费力。除了布拉德皮特显得格格不入，除了地下酒吧那场居然不收拾现场有些BUG，除了绑着TNT居然能混进元首活动场所很无稽，其他都很好，很完整，完成了电影所能给出的最重要的功能：娱乐。
无耻混蛋 Inglourious Basterds,8.6,63868,看到女主角对着镜头外的纳粹大笑，简直肾上腺素爆增啊。
香水 Perfume: The Story of a Murderer,8.5,79596,这简直就是一部资本主义发展史，出生于最肮脏和腐臭的地方，却追求最纯粹的美，通过杀戮得到迷惑人心的力量，就连最痛恨他的人也甘愿俯首称臣，最后犹如寓言一般消失于这个世界......
香水 Perfume: The Story of a Murderer,8.5,79596,"观影过程中如果曾有过那么一丝丝对杀手的憎恶, 那么你便是世俗和不纯洁的."
香水 Perfume: The Story of a Murderer,8.5,79596,丫怎么长得那么像郭敬明？！
香水 Perfume: The Story of a Murderer,8.5,79596,用少女的体香，酿造出最蛊惑的香水。只不过是为了留住爱人的气味，他所以为的救赎。而其实，“他本身其实就是一瓶香水，馥郁绽放之后终会随风消散。”
香水 Perfume: The Story of a Murderer,8.5,79596,要是我，我就动手把自己裹在油脂里，自己把头发奉献给香氛之王，然后坐一边等着闻我自己的香味。
谍影重重2 The Bourne Supremacy,8.6,24134,整个片子干净利落，扣人心弦。对自我身份的确认与对过去的救赎又让影片多一份厚重。
谍影重重2 The Bourne Supremacy,8.6,24134,手提摄影，快速剪辑，身体力行，暗藏杀机。间谍动作片由此洗牌
谍影重重2 The Bourne Supremacy,8.6,24134,情节步步紧逼，咄咄逼人，丝毫不敢走神。飙车戏份也让观众看的紧张刺激，目不暇接。作为承上启下比较尴尬的第二部，虽然更换了导演，但仍然很好的保留了前作的风格，还加入了一些新的东西。★★★★
谍影重重2 The Bourne Supremacy,8.6,24134,专业谍战片就是不一样，各种细节都非常精彩，悬疑揭秘也扣人心弦，却没有靠复杂的要命的剧情
谍影重重2 The Bourne Supremacy,8.6,24134,巴拉克所演败坏间谍三部曲之二
新龙门客栈 新龍門客棧,8.6,35202,当年看到最后把甄子丹的脚剃成骨头的时候我还吓了一跳
新龙门客栈 新龍門客棧,8.6,35202,我不像你一样，有勇气面对这片沙漠
新龙门客栈 新龍門客棧,8.6,35202,大漠孤烟直 长河落日圆
新龙门客栈 新龍門客棧,8.6,35202,昨晚看完就去睡了，一觉醒来，脑子里还全是林青霞抱着缸子喝酒时的一滴泪；张曼玉不穿衣服唱歌，裹着“龙门客栈”的旗子从屋顶跳下来，亦正亦邪的眼神让人看不透，只甘愿被她电死；还有梁家辉一句“我没有你那样的勇气面对沙漠”。有些电影就是这样，一切都恰到好处。话说一直以为是徐克拍的啊🤔
新龙门客栈 新龍門客棧,8.6,35202,张曼玉将金镶玉风骚入骨敢恨敢爱的性格刻画的入木三分。林青霞和梁家辉亦将江湖儿女的情怀与抱负演绎的丝丝入扣。其它一众配角个个可圈可点，经典之作。
猜火车 Trainspotting,8.5,60545,那恶心的厕所。
猜火车 Trainspotting,8.5,60545,墮落也需要天分。
猜火车 Trainspotting,8.5,60545,"被神传的一部青春电影,不过并不出彩."
猜火车 Trainspotting,8.5,60545,在中国，这种~~青年文化只有从电影中感知了
猜火车 Trainspotting,8.5,60545,我有时候想不明白，吸毒的人，到底是因为太不快乐，而是太快乐。
源代码 Source Code,8.4,110664,最后3分钟有点画蛇添足。
源代码 Source Code,8.4,110664,不赖，但是看着没什么心潮澎湃的感觉，激动不起来
源代码 Source Code,8.4,110664,这才是货真价值的穿越大作！
源代码 Source Code,8.4,110664,结尾又狗血了。
源代码 Source Code,8.4,110664,"很久没有看这种结构的电影了，所有一切都很赞，而立之年的Jake更多了一份稳重内敛，碧蓝的双眼温暖至极。最后看哭了。i'm asking you,just send me back in, then switch me off. Everything is gonna be OK."
谍影重重 The Bourne Identity,8.6,36001,喜欢Bourne的冷静。当Matt Damon打开银行的保险柜时，我突然发觉，世界之大，持有三样东西便可畅通无阻：金钱，身份（也可理解为地位），枪（强权）。要求自己象特工一样生活显然是很辛苦且不切实际的，然而，有些时候，特别是面对危机，试着用特工的思维方式去看待问题也许会很有效，特别是对于男生。
谍影重重 The Bourne Identity,8.6,36001,同类片教材片，唯一遗憾是女一丑。
谍影重重 The Bourne Identity,8.6,36001,简洁有力
谍影重重 The Bourne Identity,8.6,36001,最后一个杀手内忧郁的眼神呐~~~~
谍影重重 The Bourne Identity,8.6,36001,有这样可靠的汉子，和他浪迹天涯都愿意啊！！
战争之王 Lord of War,8.6,31854,从影帝蜕变到烂片王也是需要一定的气度，就如同影片最后他被家人抛弃被抓到监狱却十分镇定一样。这片子政治隐喻很多。
战争之王 Lord of War,8.6,31854,很赤裸裸的表达一些很赤裸裸的事情，其实大家都知道
战争之王 Lord of War,8.6,31854,喜欢Nicholas Cage片中的表演，影片立意很高，最后的对现实的讽刺稍有些直白。
战争之王 Lord of War,8.6,31854,记得住的几部片子之一~很羡慕主角~并不觉得他失去了什么~
战争之王 Lord of War,8.6,31854,记起深夜独自观看这部片子，巨大的投影幕前..一个关于俄国移民铤而走险，爱上人，走大运，终于离开心爱的孩子，变得无比冷酷，被抓却又被体制放生的故事——尤里特地将生意和生活分得很开，但无论是弟弟还是妻子、家庭，一次又一次地卷进去.最后不得不丧人性.孩子拿着铁丝弯成的枪射击，暗示颇深远
青蛇,8.5,52619,"也是非常喜欢的,第一是两个女人太美丽了.第二是,音乐太棒了"
青蛇,8.5,52619,李碧华的爱情模式，得而失才让情更刻骨，碎彻底才让痛更铭心。青蛇与法海交欢的戏藏得够深，很有佛理。
青蛇,8.5,52619,张国荣当年若愿意出演许仙的话此片会更美，但曼玉和祖贤姐姐已足够妖冶天仙，赵文卓的法海也更是傲世独立，吴兴国的许仙——猥琐男一个。全片的音乐美不胜收，飘飘欲仙，欲仙欲死，配乐和画面都极为出色。
青蛇,8.5,52619,情欲流转，媚尽浮生，带着点纸醉金迷的末世气息。只是李碧华原著中法海是想把许仙占为己有的，估计因为太惊世骇俗所以被徐老怪无情的喀嚓了...不管怎样，是好片！
青蛇,8.5,52619,红玫瑰与白玫瑰——青蛇与白蛇——许仙与法海。诱惑的两面。
地球上的星星 Taare Zameen Par,8.9,32062,没有坏学生，只有差老师
地球上的星星 Taare Zameen Par,8.9,32062,将来我儿子要是不爱上学，那就不上，在家歇着，爹下班回家陪你玩！瞧瞧把孩子给逼成什么样了？中国哪有那么多像阿米尔汗那样的好老师啊！
地球上的星星 Taare Zameen Par,8.9,32062,每一个镜头都寓意很深，他的才华有目共睹。看这部电影的时候，我想很多人都会有强烈的代入感想到自己的童年吧？小时候，在家长的压力下，不得已放弃那些看似幼稚却是我们心中真正渴望表达的东西。在既定的规则下，我们失去了儿时的那份纯真，逐渐沦为社会规则的牺牲品。★★★★★
地球上的星星 Taare Zameen Par,8.9,32062,与《三个傻瓜》的理念同出一辙，视觉创意细节令人惊艳。大框架未能免俗，但对待更广大的社会问题态度自信从容。另：印度电影可真长！
地球上的星星 Taare Zameen Par,8.9,32062,主演就是导演啊...真有才
城市之光 City Lights,9.3,13982,爱情是光，将城市点亮，笑的最后却是感动。卓别林竟然是爱情电影的大师……
城市之光 City Lights,9.3,13982,哭哭笑笑的小人物传。里面的爱情可有千百种解读，就不赘述了。但爱情的确能让人变瞎，也能让人复明啊。拳击那场戏大赞。
城市之光 City Lights,9.3,13982,矮小的卓别林，伟大的卓别林。无论是幽默的桥段，还是整体的剧情，都透出经典气质，淳朴、踏实，然而持久。
城市之光 City Lights,9.3,13982,幽幽城市之光，让我们相信人心中还有良善。完美的表演和动人的情节。镜头的切换和动作的编排很到位。30年代初就有如此细致的故事编排结构和表演的编导，卓别林真是位大师。
城市之光 City Lights,9.3,13982,9.1；當天街角流過你聲線，沿路旅程如歌褪變
血钻 Blood Diamond,8.6,33737,这部片子让我记住了leo的演技。
血钻 Blood Diamond,8.6,33737,“几内亚，100万人的非洲第二大难民营，但在电视上，最多只能播1分钟新闻，在体育和气象之间。” 
血钻 Blood Diamond,8.6,33737,来昂非凡的演技，非洲大陆的美丽风景和血腥现实。
血钻 Blood Diamond,8.6,33737,如果早拍10年并换个更有质感的女主，比如年轻时的梅里尔斯特里普，这部片应该能成为另一个走出非洲。除了探讨血钻主题，事实上影片也探讨了很多其他的宏大命题如战争、儿童兵、不绝对的正义与邪恶、生命的意义等。且并不显得突兀，很好的融合在剧情里。剧本有张力，Leo表演很赞。后半程配乐不错。
血钻 Blood Diamond,8.6,33737,很久不见，莱奥纳多已由偶像派转为实力派了。与非洲有关的电影，看得多了，总觉得都是一个套路了，战争、孩子、人性、爱情，有点免疫了~~
浪潮 Die Welle,8.7,45739,“他们无法理解法西斯主义，但突然间，他们就成了这场运动的一部分”，有些事情不是有理智就能够分辨清楚的
浪潮 Die Welle,8.7,45739,糟蹋了这个题材，穿下校服和上课遵守纪律，学生就脑补到满城涂鸦、开枪杀人了。人类社会离不开组织和秩序，独裁统治和有效组织的区别其实应该是影片讲述的重点。而影片用一个神经脆弱学生的开枪来否定几乎一切社会运动和社会团体的组织方式显得很无力，对独裁的关键——监视、绝对的理念展现不够。
浪潮 Die Welle,8.7,45739,你认为新纳粹主义不会重新卷土重来吗？看看这部影片吧！法西斯强大的生命力深植于每个人内心，轻易被点燃。
浪潮 Die Welle,8.7,45739,（真实事件是发生在美国的）
浪潮 Die Welle,8.7,45739,只用了五天时间的“微型纳粹养成课“，最正常的学生往往是最不正常的。
朗读者 The Reader,8.5,57356,“只有一件事可以让灵魂完整，那就是爱！”男孩流着泪的脸经过隧道的阴影，变成了男人，但对她的爱从未消逝，从十五岁开始，一直到她死。甚至他死。
朗读者 The Reader,8.5,57356,要不是那天的呕吐，也就不会有这么一段爱情。
朗读者 The Reader,8.5,57356,"上、下部跳tone太厉害。影片末尾真是累赘至极。有一个镜头很美，汉娜离开后，麦克在湖边，他脱了衣服，把脚放到湖中，幽幽的湖水裹住他苍白的脚。这个镜头很独特。(为什么独特我说不上来，我只能感觉到。应该要把抽象的感觉化为理论的东西，我仔细想想。)还有，汉娜到底有没有罪？虽然良知薄弱，但片中教授说到，主导我们生活的是法律，法律要的是证据。道德虽广，但毕竟抽象；法律狭隘，但约束力强。在..."
朗读者 The Reader,8.5,57356,看了爱乐之城，毫无感觉，还以为自己麻木了呢，翻到这部片子，一对比，才知道不是我的问题
朗读者 The Reader,8.5,57356,在他渐老的心里永远住着那个15岁的朗读少年，如果生命可以定格在那个夏天该有多好。之前的任它错过，之后的不重要了。文学部分略单薄...
彗星来的那一夜 Coherence,8.5,79201,这尼玛才是来自星星的你。
彗星来的那一夜 Coherence,8.5,79201,惊悚而百转千回的一夜，看完脑海里只能久久回响一首歌：那一夜，你没有拒绝我；那一夜，我伤害了你；那一夜，你满脸泪水；那一夜，你为我喝醉。那一夜，我与你分手；那一夜，我伤害了你；那一夜，我举起酒杯；那一夜，我不堪回味.……这不是偶然，也不是初愿，这是上天对重逢的安排……
彗星来的那一夜 Coherence,8.5,79201,平行时空不稀奇，神奇的是各路平行时空的交汇之后混乱的生活，看完真的有点恐怖。★★★★☆
彗星来的那一夜 Coherence,8.5,79201,极低的成本，靠对白和设定竟然构建了一个还不错的故事，手持摄影比较克制，家庭DV的效果正合适本片想要营造的氛围。最后那一通电话，比较多余，其实停留在两个戒子的画面，会比现在这样好。
彗星来的那一夜 Coherence,8.5,79201,这部电影在诠释著名的物理学假想实验薛定谔的猫，现在盒子被打开了，我们看到了多世界理论和一致性历史的诠释，最后也看到这和哥本哈根诠释的不同之处。我们以为这群在不同平行时空里乱掉的几个人会想法回到自己的时空，结果最后却是证明了理论的真实性，让片子彻底变成了神棍科幻片。★★★☆
步履不停 歩いても 歩いても,8.8,46794,东方人的日常生活中就是常常上演这种迟到的温情、无奈的残忍，并且自觉地不知悔改地步伐不停。秉承着同样的嘴硬和含蓄，他们塑造了家，捏造了国。
步履不停 歩いても 歩いても,8.8,46794,是枝裕和说，《步履不停》是一个什么事都没发生的故事，除了细节别无旁物，因为，细枝末节累加起来即是生活。回想那一部看了无数遍的电影，不是什么事都没发生过。最喜欢一个细节是一只蝴蝶，宛如哥哥的亡灵飞过，平实的妈妈立刻狰狞如同疯魔，追逐亡故的长子的幻影。一个平常家庭的创口顿时撕裂。
步履不停 歩いても 歩いても,8.8,46794,是枝裕和的巅峰之作。淡淡的散文化叙事，琐碎平静的日常生活深处潜伏着暗流与潮涌，不动声色而令人莞尔的细节，可爱丰满的人物，凝练而善于留白的对白，耐人寻思的镜头里，是小津逝后的导演们再也拍不出来的日本，和至纯的醍醐味。
步履不停 歩いても 歩いても,8.8,46794,生活尽管再平静偶尔也有波澜 不停走着有些东西还是趕不上。
步履不停 歩いても 歩いても,8.8,46794,听说蝴蝶如果能够熬过一个冬天，来年就会变成黄色。从此，我每次看到黄色的蝴蝶，心里就会难过。
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.6,82243,全程内心戏都是：【卧槽！还有这种操作！……】
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.6,82243,勉强上5星。很爽，这个爽并不来自动作，而来自各种邪典的设计。镜头和剪辑也很到位。有些邪典设计实在太逗了，一帮人开着改装车掐架，旁边还有个弹吉他助威的，后面一片大喇叭，这个场景可以进年度邪典场景前10了吧。
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.6,82243,"虽然名字是mad max,但这片本质上是塞隆饰演的furiosa带领一群娘子军的avenge。和这片酣畅淋漓的动作与邪典精神相比，男人戏为主的furious 7和avengers就像一群太监扯头发一样娘炮和可笑。(no pun intended)"
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.6,82243,屌炸天硬摇末日公路片，热血动作爆炸和女权主义完美融合。一定要刷IMAX，一定要刷IMAX，一定要刷IMAX，重要的事情要說三遍！
疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,8.6,82243,血与沙的故事，且燃且悲的西部版末日侠客行。塞隆美且执着，还可以与男人等高抗争，女神当如是。事了拂衣去，深藏功与名，汤老师真·侠客是也。配色帅气，吉他炫酷。 恩，可比复联好看不少。我说姑娘眼熟，超模呀！个死军阀眼光倒不错。
色，戒,8.4,74750,再看《色戒》觉得很残酷。王佳芝是因为爱上了邝裕民才加入了这个所谓的爱国计划。但这个口才甚好的爱国青年却不像他所标榜的那样勇敢。甚至连担起对心爱的女人在肉体上负责的能力都没有。而后她却发现易先生跟她想的确实不一样。易是个好情人嘛。至少她愿意为了他放弃这个计划。而这个计划的败露则意味着让她自己死。最后那些革命者面对死亡哭了。这个电影蕴涵的太多。很喜欢。
色，戒,8.4,74750,从头笑到尾 抱歉。。。王力宏的出演简直是本片最大的灾难。。。
色，戒,8.4,74750,强大的眼神戏
色，戒,8.4,74750,载她的三轮车夫有多快活
色，戒,8.4,74750,两个半小时的电影没有一分钟的镜头是浪费的。
遗愿清单 The Bucket List,8.6,46927,笑了三分之二，最后开始落泪。你亲吻了世界上最美的女孩，你们的故事成为别人见过的最美的传奇。
遗愿清单 The Bucket List,8.6,46927,喜欢定好小计划然后一一划去的小成就感
遗愿清单 The Bucket List,8.6,46927,Fing the joy in your life...在巴黎吃早饭，去香港吃午餐，溜弯儿到长城飙摩托，插缝跳伞，赛车，开飞机去金字塔和泰姬陵……两个老头去全世界旅游，用剩余不多的时间，去燃烧他们的整个生命。我也想如此来一次生命的释然！“这个故事里总有一些你因为今生没有做过而无限懊恼的事情。”When he closed
遗愿清单 The Bucket List,8.6,46927,幽默而感人，向肖申克致敬
遗愿清单 The Bucket List,8.6,46927,就算得了癌症，在连走廊都是病床的国内医院，你周围都是治不起病或是医保结算的老百姓。所以别做梦了，你的邻床不会是亿万富翁，有遗愿就好，别列什么清单，都是美好的夙愿而已！虽然感觉片中景点都是电脑特效，但我还是当风景片欣赏了这般美好。也的确被片子感动到了，这就是好莱坞+老戏霸的魅力。
大佛普拉斯,8.7,65748,看到“我要你干我”的时候家里人推门而入，真的百口莫辩
大佛普拉斯,8.7,65748,树顶仔一只虎头蜂，导演仔一个骑墙派，莲雾开花满树红，电影色彩阶级学，有钱人的世界是彩色的，三餐海产呷鱼块，假发一天不戴不安心，闽南三尺有神灵，大佛肚中众生相，一口一个阿弥陀佛，一口一个干你娘，念念不忘，必有回响～
大佛普拉斯,8.7,65748,有点茶馆听说书的感觉。市井乡氓的卑贱生活，乱象丛生的台湾社会，咿咿呀呀的旁白带来拍案惊奇的效果。在低俗猥琐中接地气，在黑色荒谬中怜悯，人生已是烂泥打滚，揣着一颗佛心才能普度——对小人物来说，平安是福...
大佛普拉斯,8.7,65748,黑白影调与有钱人的生活是彩色，似乎把问题抛向了绝望的阶层分化，但弁士说书人的口吻，兼有道听途说的打趣和人生空空如也的抒情，巧妙地渗漏掉老司机开车上路的金钱性事狗血，完成黑色幽默到虚无文艺的主旨提升。谈笑风生间是轻松加愉快，但不知道为什么，总有种让人想哭的吴念真·酸。
大佛普拉斯,8.7,65748,放在华语片大年依然是一骑绝尘的好 诙谐过后透着悲悯 前50分钟是小聪明 后50分钟是大智慧
小萝莉的猴神大叔 Bajrangi Bhaijaan,8.4,82927,近期唯一泪眼朦胧的电影，不能说电影拍的有多好，只是题材上升到了一种高度，宗教，政府，国家其实都是为人服务的，在爱的面前，这些都要让路，人性是能冲破这种种隔阂最后让奇迹出现发出呐喊声音的，也能判断是非对错的，哪怕那些违犯法律，制度，可这尊重人性，最后的最后那场景的确很震撼。
